1.335180067264342e+34,739502596.1293505
1.33195580198731e+34,738782770.7680591
1.3287393225719379e+34,738063924.622633
1.325530610656106e+34,737346055.6719252
1.3223296473347769e+34,736629161.8312995
1.3191364138435215e+34,735913241.0323219
1.315950891511597e+34,735198291.2176315
1.3127730617543241e+34,734484310.3401445
1.3096029060171886e+34,733771296.3568965
1.3064404057543581e+34,733059247.2267029
1.3032855424945997e+34,732348160.9173603
1.3001382977758274e+34,731638035.3984325
1.2969986531909246e+34,730928868.6463145
1.2938665903853933e+34,730220658.6438998
1.2907420910484652e+34,729513403.3796697
1.287625136919337e+34,728807100.8483295
1.284515709772746e+34,728101749.0492426
1.2814137914410417e+34,727397345.9888676
1.2783193637945332e+34,726693889.6785566
1.2752324087367132e+34,725991378.1340331
1.272152908230855e+34,725289809.3783664
1.2690808442732596e+34,724589181.4389273
1.2660161989027032e+34,723889492.3484783
1.2629589542060587e+34,723190740.1458393
1.259909092310487e+34,722492922.8748424
1.256866595386832e+34,721796038.5849118
1.253831445649175e+34,721100085.3309281
1.2508036253555447e+34,720405061.1731719
1.2477831168062505e+34,719710964.1773819
1.2447699023446277e+34,719017792.4146559
1.241763964356195e+34,718325543.9613504
1.238765285270565e+34,717634216.8994253
1.235773847552982e+34,716943809.315166
1.2327896337164538e+34,716254319.3009531
1.2298126263201871e+34,715565744.9550502
1.2268428079635653e+34,714878084.380716
1.2238801612887255e+34,714191335.6865743
1.2209246689807421e+34,713505496.986657
1.2179763137401793e+34,712820566.39624
1.2150350783447502e+34,712136542.0411737
1.212100945605074e+34,711453422.0511922
1.2091738983722018e+34,710771204.5610441
1.2062539195396446e+34,710089887.7108139
1.2033409920378377e+34,709409469.6450384
1.2004350988117163e+34,708729948.5092067
1.1975362228946564e+34,708051322.4613411
1.194644347343044e+34,707373589.6617382
1.191759455255097e+34,706696748.2759315
1.1888815297706619e+34,706020796.4746445
1.1860105540572724e+34,705345732.4315747
1.18314651131755e+34,704671554.3245717
1.1802893848245505e+34,703998260.3412808
1.1774391578786505e+34,703325848.6722654
1.1745958138212414e+34,702654317.5131801
1.1717593360349034e+34,701983665.0648125
1.168929707921098e+34,701313889.5295081
1.1661069129385983e+34,700644989.1173127
1.1632909345955752e+34,699976962.0447205
1.160481756432925e+34,699309806.5319906
1.1576793620321702e+34,698643520.8044251
1.1548837350153863e+34,697978103.092351
1.152094859013467e+34,697313551.6260924
1.1493127177385781e+34,696649864.6474508
1.1465372949306498e+34,695987040.4012209
1.1437685743679895e+34,695325077.1368845
1.141006539868917e+34,694663973.1088626
1.1382511752877516e+34,694003726.5758827
1.1355024644994555e+34,693344335.7985859
1.1327603914480131e+34,692685799.0470804
1.1300249401045379e+34,692028114.5944058
1.1272960944788893e+34,691371280.7183421
1.1245738386195079e+34,690715295.7013776
1.1218581566134913e+34,690060157.8307351
1.1191490325863085e+34,689405865.3983108
1.1164464506980252e+34,688752416.7001752
1.1137503951521942e+34,688099810.0377754
1.1110608501886406e+34,687448043.716943
1.108377800085107e+34,686797116.0481302
1.1057012291572407e+34,686147025.3463993
1.1030311217584238e+34,685497769.93139
1.1003674622798399e+34,684849348.1273439
1.0977102351522114e+34,684201758.263374
1.0950594248420534e+34,683554998.6728663
1.0924150158529077e+34,682909067.6936777
1.0897769927262465e+34,682263963.6682769
1.0871453400409228e+34,681619684.9436699
1.084520042412891e+34,680976229.8713392
1.0819010844952741e+34,680333596.8072691
1.0792884509795493e+34,679691784.1121463
1.0766821265940969e+34,679050790.151107
1.0740820961021607e+34,678410613.293397
1.0714883443048048e+34,677771251.9128708
1.0689008560398673e+34,677132704.3878244
1.0663196161818016e+34,676494969.1009644
1.0637446096415185e+34,675858044.4393767
1.0611758213665875e+34,675221928.7945861
1.0586132363412069e+34,674586620.5625572
1.0560568395851763e+34,673952118.1434443
1.0535066161547919e+34,673318419.9418257
1.0509625511423757e+34,672685524.3665942
1.0484246296763439e+34,672053429.8309819
1.0458928369209383e+34,671422134.7525022
1.043367158076294e+34,670791637.5529755
1.0408475783780911e+34,670161936.6585267
1.0383340830978673e+34,669533030.4994859
1.0358266575426962e+34,668904917.5104709
1.0333252870550307e+34,668277596.1303135
1.0308299570127675e+34,667651064.8020841
1.0283406528290924e+34,667025321.9730617
1.0258573599523255e+34,666400366.0947034
1.0233800638665645e+34,665776195.6227962
1.0209087500902571e+34,665152809.0171447
1.0184434041768428e+34,664530204.7417235
1.0159840117147591e+34,663908381.2646805
1.0135305583271525e+34,663287337.0582783
1.0110830296719421e+34,662667070.5989189
1.0086414114415588e+34,662047580.3670863
1.0062056893646095e+34,661428864.8476677
1.0037758492033154e+34,660810922.5294778
1.0013518767524356e+34,660193751.9050595
9.9893375784227e+33,659577351.4712509
9.965214783372178e+33,658961719.7289103
9.941150241358416e+33,658346855.1829413
9.917143811707146e+33,657732756.3422633
9.893195354082721e+33,657119421.7197816
9.869304728488506e+33,656506849.8324072
9.845471795265383e+33,655895039.2010272
9.821696415092236e+33,655283988.350512
9.797978449046358e+33,654673695.810841
9.774317758436329e+33,654064160.114016
9.750714204949553e+33,653455379.7967916
9.727167650607134e+33,652847353.3998417
9.703677957762405e+33,652240079.4677315
9.680244989101539e+33,651633556.5489419
9.656868607641041e+33,651027783.1958137
9.63354867672836e+33,650422757.9645727
9.610285060040411e+33,649818479.4153003
9.587077621582126e+33,649214946.1119053
9.563926225723428e+33,648612156.622866
9.540830737138988e+33,648010109.5200355
9.517791020795629e+33,647408803.378406
9.494806942010838e+33,646808236.7772635
9.471878366426488e+33,646208408.2996688
9.449005160009418e+33,645609316.5324823
9.426187189049009e+33,645010960.0663097
9.403424320157773e+33,644413337.4955266
9.380716420269919e+33,643816447.4182497
9.358063356639941e+33,643220288.4363102
9.335464996846014e+33,642624859.1553328
9.312921208838478e+33,642030158.1856959
9.290431860795274e+33,641436184.1396661
9.26799682125153e+33,640842935.6339784
9.24561595905904e+33,640250411.2890297
9.223289143386847e+33,639658609.7289032
9.201016243718869e+33,639067529.5813153
9.178797129854475e+33,638477169.4776398
9.156631671907096e+33,637887528.0528805
9.134519740302835e+33,637298603.9456441
9.112461205781044e+33,636710395.7981639
9.090455939419621e+33,636122902.2567891
9.068503812589525e+33,635536121.971107
9.046604696948936e+33,634950053.593828
9.024758464482597e+33,634364695.7815558
9.002964987484907e+33,633780047.1944703
8.981224138557612e+33,633196106.4962746
8.959535790610359e+33,632612872.3542196
8.937899816859339e+33,632030343.4390765
8.916316090825939e+33,631448518.4251112
8.894784486337292e+33,630867395.990107
8.873304877527405e+33,630286974.8153796
8.851877138880208e+33,629707253.5866181
8.830501145102162e+33,629128230.9914339
8.809176771235998e+33,628549905.7215475
8.787903892626512e+33,627972276.4721432
8.766682384919246e+33,627395341.9418426
8.745512124059163e+33,626819100.8326781
8.724392986291186e+33,626243551.8501176
8.703324848157951e+33,625668693.7030122
8.682307586500347e+33,625094525.1036212
8.661341078456185e+33,624521044.7675855
8.640425201490177e+33,623948251.4144986
8.619559833340133e+33,623376143.7668931
8.598744852015548e+33,622804720.5502053
8.57798013583903e+33,622233980.4935803
8.557265563426762e+33,621663922.3294979
8.53660101368722e+33,621094544.7937465
8.515986365821701e+33,620525846.6254476
8.495421499322123e+33,619957826.5670053
8.474906293971563e+33,619390483.3641298
8.454440629842952e+33,618823815.7658124
8.434024387302322e+33,618257822.5243849
8.413657447050039e+33,617692502.3963172
8.393339689992347e+33,617127854.1397691
8.37307099735861e+33,616563876.5168302
8.352851250664783e+33,616000568.2928257
8.33268033171216e+33,615437928.2362908
8.312558122587893e+33,614875955.1189951
8.292484505662851e+33,614314647.7158921
8.272459363592132e+33,613754004.8051442
8.252482579313812e+33,613194025.1680971
8.232554036047688e+33,612634707.5892543
8.212673617325662e+33,612076050.8568633
8.19284120693572e+33,611518053.7618526
8.173056688928477e+33,610960715.0979685
8.153319947650371e+33,610404033.6623981
8.133630867726376e+33,609848008.2554429
8.113989334060519e+33,609292637.6805427
8.094395231833785e+33,608737920.7442263
8.074848446504623e+33,608183856.2561361
8.05534886380772e+33,607630443.0290028
8.035896369752781e+33,607077679.878621
8.016490850629918e+33,606525565.6239648
7.997132193040938e+33,605974099.0877599
7.977820283791012e+33,605423279.0944794
7.958555009989381e+33,604873104.4722196
7.939336259017184e+33,604323574.0520977
7.920163918527953e+33,603774686.668276
7.901037876445574e+33,603226441.1579136
7.881958020964777e+33,602678836.3611907
7.86292424054995e+33,602131871.1212838
7.843936423933936e+33,601585544.284342
7.824994460118357e+33,601039854.699506
7.806098238401564e+33,600494801.2194234
7.787247648323034e+33,599950382.6992173
7.768442579674531e+33,599406597.9967072
7.749682922527487e+33,598863445.9729061
7.730968567219075e+33,598320925.4917775
7.712299404351026e+33,597779035.420211
7.693675324788474e+33,597237774.6279987
7.675096219660435e+33,596697141.9878598
7.656561980357822e+33,596157136.3753926
7.638072498533917e+33,595617756.6690975
7.619627666108839e+33,595079001.7504591
7.601227375298018e+33,594540870.5044644
7.582871518510249e+33,594003361.817746
7.564559988443004e+33,593466474.5803225
7.546292678053162e+33,592930207.6850749
7.528069480555857e+33,592394560.0277245
7.509890289423351e+33,591859530.5068085
7.491754998385502e+33,591325118.0237044
7.473663501427825e+33,590791321.4825833
7.455615692791963e+33,590258139.7904334
7.437611466974543e+33,589725571.8570372
7.419650718755224e+33,589193616.5954788
